FIPS,NAICS2017,NAICS2017_LABEL,n
19141,4451,Grocery stores,7
19141,44511,Supermarkets and other grocery (except convenience) stores,7
19141,722,Food services and drinking places,29
19141,7224,Drinking places (alcoholic beverages),9
20181,722,Food services and drinking places,18
20187,722,Food services and drinking places,6
20193,4453,"Beer, wine, and liquor stores",3
20193,722,Food services and drinking places,18
20119,722,Food services and drinking places,4
20125,4453,"Beer, wine, and liquor stores",11
20125,722,Food services and drinking places,64
20125,7224,Drinking places (alcoholic beverages),3
20127,722,Food services and drinking places,10
20151,4453,"Beer, wine, and liquor stores",3
20151,722,Food services and drinking places,29
20153,722,Food services and drinking places,6
20163,4451,Grocery stores,3
20163,44511,Supermarkets and other grocery (except convenience) stores,3
20163,722,Food services and drinking places,12
20003,4453,"Beer, wine, and liquor stores",3
20003,722,Food services and drinking places,13
20025,722,Food services and drinking places,4
20053,722,Food services and drinking places,13
20061,4451,Grocery stores,3
20061,44511,Supermarkets and other grocery (except convenience) stores,3
20061,4453,"Beer, wine, and liquor stores",5
20061,722,Food services and drinking places,59
20061,7224,Drinking places (alcoholic beverages),3
20077,4451,Grocery stores,5
20077,44511,Supermarkets and other grocery (except convenience) stores,5
20077,722,Food services and drinking places,12
20057,4451,Grocery stores,7
20057,44511,Supermarkets and other grocery (except convenience) stores,5
20057,4453,"Beer, wine, and liquor stores",5
20057,722,Food services and drinking places,67
20057,7224,Drinking places (alcoholic beverages),5
20167,4453,"Beer, wine, and liquor stores",5
20167,722,Food services and drinking places,13
20111,4451,Grocery stores,5
20111,44511,Supermarkets and other grocery (except convenience) stores,5
20111,4453,"Beer, wine, and liquor stores",12
20111,722,Food services and drinking places,80
20111,7224,Drinking places (alcoholic beverages),11
20117,4451,Grocery stores,3
20117,44511,Supermarkets and other grocery (except convenience) stores,3
20117,4453,"Beer, wine, and liquor stores",4
20117,722,Food services and drinking places,20
20145,722,Food services and drinking places,10
20001,4451,Grocery stores,3
20001,44511,Supermarkets and other grocery (except convenience) stores,3
20001,722,Food services and drinking places,23
20023,4451,Grocery stores,3
20023,44511,Supermarkets and other grocery (except convenience) stores,3
20023,722,Food services and drinking places,7
20033,722,Food services and drinking places,3
20035,4451,Grocery stores,3
20035,44511,Supermarkets and other grocery (except convenience) stores,3
20035,4453,"Beer, wine, and liquor stores",9
20035,722,Food services and drinking places,60
20049,722,Food services and drinking places,6
20063,722,Food services and drinking places,6
20059,4451,Grocery stores,5
20059,44511,Supermarkets and other grocery (except convenience) stores,4
20059,4453,"Beer, wine, and liquor stores",7
20059,722,Food services and drinking places,44
20059,7224,Drinking places (alcoholic beverages),4
20079,4451,Grocery stores,7
20079,44511,Supermarkets and other grocery (except convenience) stores,6
20079,4453,"Beer, wine, and liquor stores",5
20079,722,Food services and drinking places,62
39067,4451,Grocery stores,4
39067,44511,Supermarkets and other grocery (except convenience) stores,3
39067,4453,"Beer, wine, and liquor stores",3
39067,722,Food services and drinking places,17
39083,4451,Grocery stores,10
39083,44511,Supermarkets and other grocery (except convenience) stores,9
39083,4453,"Beer, wine, and liquor stores",4
39083,722,Food services and drinking places,96
39083,7224,Drinking places (alcoholic beverages),5
39089,4451,Grocery stores,33
39089,44511,Supermarkets and other grocery (except convenience) stores,19
39089,4453,"Beer, wine, and liquor stores",11
39089,722,Food services and drinking places,294
39089,7224,Drinking places (alcoholic beverages),19
39139,4451,Grocery stores,30
39139,44511,Supermarkets and other grocery (except convenience) stores,20
39139,4453,"Beer, wine, and liquor stores",6
39139,722,Food services and drinking places,203
39139,7224,Drinking places (alcoholic beverages),18
39163,722,Food services and drinking places,11
39019,4451,Grocery stores,3
39019,44511,Supermarkets and other grocery (except convenience) stores,3
39019,722,Food services and drinking places,39
39019,7224,Drinking places (alcoholic beverages),4
39063,4451,Grocery stores,19
39063,44511,Supermarkets and other grocery (except convenience) stores,11
39063,4453,"Beer, wine, and liquor stores",6
39063,722,Food services and drinking places,164
39063,7224,Drinking places (alcoholic beverages),13
39025,4451,Grocery stores,40
39025,44511,Supermarkets and other grocery (except convenience) stores,25
39025,4453,"Beer, wine, and liquor stores",6
39025,722,Food services and drinking places,299
39025,7224,Drinking places (alcoholic beverages),12
39045,4451,Grocery stores,15
39045,44511,Supermarkets and other grocery (except convenience) stores,13
39045,4453,"Beer, wine, and liquor stores",5
39045,722,Food services and drinking places,250
39045,7224,Drinking places (alcoholic beverages),21
39039,4451,Grocery stores,6
39039,44511,Supermarkets and other grocery (except convenience) stores,5
39039,722,Food services and drinking places,79
39039,7224,Drinking places (alcoholic beverages),6
39071,4451,Grocery stores,9
39071,44511,Supermarkets and other grocery (except convenience) stores,6
39071,722,Food services and drinking places,50
39069,4451,Grocery stores,6
39069,44511,Supermarkets and other grocery (except convenience) stores,4
39069,722,Food services and drinking places,51
39069,7224,Drinking places (alcoholic beverages),3
39081,4451,Grocery stores,17
39081,44511,Supermarkets and other grocery (except convenience) stores,14
39081,722,Food services and drinking places,115
39081,7224,Drinking places (alcoholic beverages),10
39133,4451,Grocery stores,35
39133,44511,Supermarkets and other grocery (except convenience) stores,23
39133,4453,"Beer, wine, and liquor stores",7
39133,722,Food services and drinking places,292
39133,7224,Drinking places (alcoholic beverages),28
39137,4451,Grocery stores,6
39137,44511,Supermarkets and other grocery (except convenience) stores,3
39137,722,Food services and drinking places,61
39137,7224,Drinking places (alcoholic beverages),5
39013,4451,Grocery stores,20
39013,44511,Supermarkets and other grocery (except convenience) stores,15
39013,722,Food services and drinking places,111
39013,7224,Drinking places (alcoholic beverages),9
39027,4451,Grocery stores,10
39027,44511,Supermarkets and other grocery (except convenience) stores,7
39027,4453,"Beer, wine, and liquor stores",3
39027,722,Food services and drinking places,60
39047,4451,Grocery stores,11
39047,44511,Supermarkets and other grocery (except convenience) stores,5
39047,722,Food services and drinking places,54
39047,7224,Drinking places (alcoholic beverages),3
39127,4451,Grocery stores,12
39127,44511,Supermarkets and other grocery (except convenience) stores,7
39127,4453,"Beer, wine, and liquor stores",3
39127,722,Food services and drinking places,40
39127,7224,Drinking places (alcoholic beverages),5
39129,4451,Grocery stores,11
39129,44511,Supermarkets and other grocery (except convenience) stores,8
39129,722,Food services and drinking places,62
39129,7224,Drinking places (alcoholic beverages),4
39091,4451,Grocery stores,17
39091,44511,Supermarkets and other grocery (except convenience) stores,12
39091,4453,"Beer, wine, and liquor stores",3
39091,722,Food services and drinking places,85
39091,7224,Drinking places (alcoholic beverages),6
39097,4451,Grocery stores,9
39097,44511,Supermarkets and other grocery (except convenience) stores,4
39097,4453,"Beer, wine, and liquor stores",3
39097,722,Food services and drinking places,50
39097,7224,Drinking places (alcoholic beverages),4
39153,4451,Grocery stores,137
39153,44511,Supermarkets and other grocery (except convenience) stores,90
39153,4453,"Beer, wine, and liquor stores",35
39153,722,Food services and drinking places,1172
39153,7224,Drinking places (alcoholic beverages),110
39119,4451,Grocery stores,14
39119,44511,Supermarkets and other grocery (except convenience) stores,12
39119,4453,"Beer, wine, and liquor stores",8
39119,722,Food services and drinking places,170
39119,7224,Drinking places (alcoholic beverages),14
39143,4451,Grocery stores,17
39143,44511,Supermarkets and other grocery (except convenience) stores,13
39143,4453,"Beer, wine, and liquor stores",5
39143,722,Food services and drinking places,104
39143,7224,Drinking places (alcoholic beverages),9
39149,4451,Grocery stores,11
39149,44511,Supermarkets and other grocery (except convenience) stores,6
39149,4453,"Beer, wine, and liquor stores",5
39149,722,Food services and drinking places,73
39149,7224,Drinking places (alcoholic beverages),5
39161,4451,Grocery stores,5
39161,44511,Supermarkets and other grocery (except convenience) stores,4
39161,722,Food services and drinking places,45
39161,7224,Drinking places (alcoholic beverages),3
39167,4451,Grocery stores,16
39167,44511,Supermarkets and other grocery (except convenience) stores,13
39167,4453,"Beer, wine, and liquor stores",3
39167,722,Food services and drinking places,106
39167,7224,Drinking places (alcoholic beverages),5
39171,4451,Grocery stores,8
39171,44511,Supermarkets and other grocery (except convenience) stores,4
39171,722,Food services and drinking places,65
39171,7224,Drinking places (alcoholic beverages),3
39011,4451,Grocery stores,10
39011,44511,Supermarkets and other grocery (except convenience) stores,6
39011,722,Food services and drinking places,83
39011,7224,Drinking places (alcoholic beverages),9
39029,4451,Grocery stores,32
39029,44511,Supermarkets and other grocery (except convenience) stores,19
39029,4453,"Beer, wine, and liquor stores",8
39029,722,Food services and drinking places,165
39029,7224,Drinking places (alcoholic beverages),7
39037,4451,Grocery stores,11
39037,44511,Supermarkets and other grocery (except convenience) stores,9
39037,4453,"Beer, wine, and liquor stores",4
39037,722,Food services and drinking places,75
39037,7224,Drinking places (alcoholic beverages),8
39123,4451,Grocery stores,11
39123,44511,Supermarkets and other grocery (except convenience) stores,7
39123,4453,"Beer, wine, and liquor stores",4
39123,722,Food services and drinking places,126
39123,7224,Drinking places (alcoholic beverages),15
39051,4451,Grocery stores,7
39051,44511,Supermarkets and other grocery (except convenience) stores,7
39051,722,Food services and drinking places,71
39051,7224,Drinking places (alcoholic beverages),5
39065,4451,Grocery stores,10
39065,44511,Supermarkets and other grocery (except convenience) stores,6
39065,722,Food services and drinking places,43
39065,7224,Drinking places (alcoholic beverages),3
39079,4451,Grocery stores,12
39079,44511,Supermarkets and other grocery (except convenience) stores,9
39079,722,Food services and drinking places,47
39053,4451,Grocery stores,7
39053,44511,Supermarkets and other grocery (except convenience) stores,5
39053,4453,"Beer, wine, and liquor stores",3
39053,722,Food services and drinking places,47
39053,7224,Drinking places (alcoholic beverages),3
39077,4451,Grocery stores,14
39077,44511,Supermarkets and other grocery (except convenience) stores,9
39077,722,Food services and drinking places,104
39077,7224,Drinking places (alcoholic beverages),12
39099,4451,Grocery stores,67
39099,44511,Supermarkets and other grocery (except convenience) stores,36
39099,4453,"Beer, wine, and liquor stores",16
39099,722,Food services and drinking places,507
39099,7224,Drinking places (alcoholic beverages),40
39009,4451,Grocery stores,14
39009,44511,Supermarkets and other grocery (except convenience) stores,9
39009,4453,"Beer, wine, and liquor stores",4
39009,722,Food services and drinking places,134
39009,7224,Drinking places (alcoholic beverages),14
39001,4451,Grocery stores,5
39001,44511,Supermarkets and other grocery (except convenience) stores,4
39001,722,Food services and drinking places,30
39145,4451,Grocery stores,22
39145,44511,Supermarkets and other grocery (except convenience) stores,13
39145,4453,"Beer, wine, and liquor stores",8
39145,722,Food services and drinking places,122
39145,7224,Drinking places (alcoholic beverages),9
39103,4451,Grocery stores,35
39103,44511,Supermarkets and other grocery (except convenience) stores,25
39103,4453,"Beer, wine, and liquor stores",3
39103,722,Food services and drinking places,295
39103,7224,Drinking places (alcoholic beverages),15
39095,4451,Grocery stores,147
39095,44511,Supermarkets and other grocery (except convenience) stores,76
39095,4453,"Beer, wine, and liquor stores",14
39095,722,Food services and drinking places,958
39095,7224,Drinking places (alcoholic beverages),102
39117,4451,Grocery stores,6
39117,44511,Supermarkets and other grocery (except convenience) stores,4
39117,4453,"Beer, wine, and liquor stores",3
39117,722,Food services and drinking places,23
39121,4451,Grocery stores,4
39121,44511,Supermarkets and other grocery (except convenience) stores,3
39121,722,Food services and drinking places,17
39135,4451,Grocery stores,6
39135,44511,Supermarkets and other grocery (except convenience) stores,4
39135,722,Food services and drinking places,58
39135,7224,Drinking places (alcoholic beverages),4
39147,4451,Grocery stores,17
39147,44511,Supermarkets and other grocery (except convenience) stores,9
39147,722,Food services and drinking places,95
39147,7224,Drinking places (alcoholic beverages),15
39151,4451,Grocery stores,96
39151,44511,Supermarkets and other grocery (except convenience) stores,64
39151,4453,"Beer, wine, and liquor stores",23
39151,722,Food services and drinking places,732
39151,7224,Drinking places (alcoholic beverages),54
39003,4451,Grocery stores,32
39003,44511,Supermarkets and other grocery (except convenience) stores,17
39003,4453,"Beer, wine, and liquor stores",7
39003,722,Food services and drinking places,201
39003,7224,Drinking places (alcoholic beverages),18
39031,4451,Grocery stores,9
39031,44511,Supermarkets and other grocery (except convenience) stores,7
39031,722,Food services and drinking places,43
39033,4451,Grocery stores,8
39033,44511,Supermarkets and other grocery (except convenience) stores,7
39033,4453,"Beer, wine, and liquor stores",3
39033,722,Food services and drinking places,78
39033,7224,Drinking places (alcoholic beverages),8
39041,4451,Grocery stores,33
39041,44511,Supermarkets and other grocery (except convenience) stores,21
39041,4453,"Beer, wine, and liquor stores",14
39041,722,Food services and drinking places,453
39041,7224,Drinking places (alcoholic beverages),20
39055,4451,Grocery stores,26
39055,44511,Supermarkets and other grocery (except convenience) stores,17
39055,4453,"Beer, wine, and liquor stores",4
39055,722,Food services and drinking places,156
39055,7224,Drinking places (alcoholic beverages),6
39059,4451,Grocery stores,18
39059,44511,Supermarkets and other grocery (except convenience) stores,12
39059,4453,"Beer, wine, and liquor stores",3
39059,722,Food services and drinking places,66
39073,4451,Grocery stores,6
39073,44511,Supermarkets and other grocery (except convenience) stores,4
39073,722,Food services and drinking places,46
39085,4451,Grocery stores,76
39085,44511,Supermarkets and other grocery (except convenience) stores,42
39085,4453,"Beer, wine, and liquor stores",16
39085,722,Food services and drinking places,495
39085,7224,Drinking places (alcoholic beverages),40
39107,4451,Grocery stores,9
39107,44511,Supermarkets and other grocery (except convenience) stores,7
39107,722,Food services and drinking places,94
39107,7224,Drinking places (alcoholic beverages),9
39141,4451,Grocery stores,11
39141,44511,Supermarkets and other grocery (except convenience) stores,10
39141,4453,"Beer, wine, and liquor stores",5
39141,722,Food services and drinking places,113
39141,7224,Drinking places (alcoholic beverages),6
39023,4451,Grocery stores,36
39023,44511,Supermarkets and other grocery (except convenience) stores,17
39023,4453,"Beer, wine, and liquor stores",10
39023,722,Food services and drinking places,191
39023,7224,Drinking places (alcoholic beverages),10
39035,4451,Grocery stores,525
39035,44511,Supermarkets and other grocery (except convenience) stores,304
39035,4453,"Beer, wine, and liquor stores",83
39035,722,Food services and drinking places,2892
39035,7224,Drinking places (alcoholic beverages),253
39075,4451,Grocery stores,16
39075,44511,Supermarkets and other grocery (except convenience) stores,16
39075,722,Food services and drinking places,44
39093,4451,Grocery stores,86
39093,44511,Supermarkets and other grocery (except convenience) stores,58
39093,4453,"Beer, wine, and liquor stores",26
39093,722,Food services and drinking places,484
39093,7224,Drinking places (alcoholic beverages),37
39109,4451,Grocery stores,13
39109,44511,Supermarkets and other grocery (except convenience) stores,9
39109,4453,"Beer, wine, and liquor stores",14
39109,722,Food services and drinking places,173
39109,7224,Drinking places (alcoholic beverages),9
39111,4451,Grocery stores,3
39111,722,Food services and drinking places,22
39113,4451,Grocery stores,146
39113,44511,Supermarkets and other grocery (except convenience) stores,84
39113,4453,"Beer, wine, and liquor stores",44
39113,722,Food services and drinking places,1015
39113,7224,Drinking places (alcoholic beverages),85
39155,4451,Grocery stores,72
39155,44511,Supermarkets and other grocery (except convenience) stores,40
39155,4453,"Beer, wine, and liquor stores",13
39155,722,Food services and drinking places,357
39155,7224,Drinking places (alcoholic beverages),32
39165,4451,Grocery stores,47
39165,44511,Supermarkets and other grocery (except convenience) stores,28
39165,4453,"Beer, wine, and liquor stores",9
39165,722,Food services and drinking places,342
39165,7224,Drinking places (alcoholic beverages),11
39173,4451,Grocery stores,21
39173,44511,Supermarkets and other grocery (except convenience) stores,15
39173,4453,"Beer, wine, and liquor stores",3
39173,722,Food services and drinking places,289
39173,7224,Drinking places (alcoholic beverages),29
39005,4451,Grocery stores,16
39005,44511,Supermarkets and other grocery (except convenience) stores,12
39005,4453,"Beer, wine, and liquor stores",4
39005,722,Food services and drinking places,69
39007,4451,Grocery stores,35
39007,44511,Supermarkets and other grocery (except convenience) stores,17
39007,4453,"Beer, wine, and liquor stores",3
39007,722,Food services and drinking places,201
39007,7224,Drinking places (alcoholic beverages),20
40043,722,Food services and drinking places,5
40059,722,Food services and drinking places,5
40071,4451,Grocery stores,7
40071,44511,Supermarkets and other grocery (except convenience) stores,7
40071,4453,"Beer, wine, and liquor stores",6
40071,722,Food services and drinking places,86
40071,7224,Drinking places (alcoholic beverages),4
40083,4451,Grocery stores,3
40083,44511,Supermarkets and other grocery (except convenience) stores,3
40083,722,Food services and drinking places,51
40083,7224,Drinking places (alcoholic beverages),4
40035,4453,"Beer, wine, and liquor stores",4
40035,722,Food services and drinking places,25
40143,4451,Grocery stores,113
40143,44511,Supermarkets and other grocery (except convenience) stores,98
40143,4453,"Beer, wine, and liquor stores",85
40143,722,Food services and drinking places,1552
40143,7224,Drinking places (alcoholic beverages),109
40147,4451,Grocery stores,9
40147,44511,Supermarkets and other grocery (except convenience) stores,6
40147,4453,"Beer, wine, and liquor stores",6
40147,722,Food services and drinking places,100
40017,4451,Grocery stores,17
40017,44511,Supermarkets and other grocery (except convenience) stores,14
40017,4453,"Beer, wine, and liquor stores",10
40017,722,Food services and drinking places,215
40017,7224,Drinking places (alcoholic beverages),10
40057,722,Food services and drinking places,3
40061,4451,Grocery stores,3
40061,44511,Supermarkets and other grocery (except convenience) stores,3
40061,722,Food services and drinking places,14
40077,722,Food services and drinking places,6
40111,4451,Grocery stores,5
40111,44511,Supermarkets and other grocery (except convenience) stores,5
40111,722,Food services and drinking places,52
40113,4451,Grocery stores,5
40113,44511,Supermarkets and other grocery (except convenience) stores,4
40113,722,Food services and drinking places,46
40139,4451,Grocery stores,4
40139,44511,Supermarkets and other grocery (except convenience) stores,4
40139,4453,"Beer, wine, and liquor stores",3
40139,722,Food services and drinking places,40
40067,722,Food services and drinking places,10
40127,4451,Grocery stores,3
40127,44511,Supermarkets and other grocery (except convenience) stores,3
40127,722,Food services and drinking places,16
40047,4451,Grocery stores,15
40047,44511,Supermarkets and other grocery (except convenience) stores,10
40047,4453,"Beer, wine, and liquor stores",12
40047,722,Food services and drinking places,108
40047,7224,Drinking places (alcoholic beverages),9
40049,4451,Grocery stores,7
40049,44511,Supermarkets and other grocery (except convenience) stores,7
40049,4453,"Beer, wine, and liquor stores",4
40049,722,Food services and drinking places,44
40069,722,Food services and drinking places,10
40121,4451,Grocery stores,5
40121,44511,Supermarkets and other grocery (except convenience) stores,4
40121,4453,"Beer, wine, and liquor stores",3
40121,722,Food services and drinking places,70
40121,7224,Drinking places (alcoholic beverages),4
20089,722,Food services and drinking places,6
20093,722,Food services and drinking places,6
20159,4451,Grocery stores,4
20159,44511,Supermarkets and other grocery (except convenience) stores,3
20159,4453,"Beer, wine, and liquor stores",4
20159,722,Food services and drinking places,16
20185,722,Food services and drinking places,10
20113,4451,Grocery stores,7
20113,44511,Supermarkets and other grocery (except convenience) stores,7
20113,4453,"Beer, wine, and liquor stores",7
20113,722,Food services and drinking places,63
20139,4451,Grocery stores,3
20139,44511,Supermarkets and other grocery (except convenience) stores,3
20139,4453,"Beer, wine, and liquor stores",6
20139,722,Food services and drinking places,21
20031,4453,"Beer, wine, and liquor stores",4
20031,722,Food services and drinking places,11
20037,4451,Grocery stores,9
20037,44511,Supermarkets and other grocery (except convenience) stores,7
20037,4453,"Beer, wine, and liquor stores",5
20037,722,Food services and drinking places,81
20037,7224,Drinking places (alcoholic beverages),6
20051,4451,Grocery stores,6
20051,44511,Supermarkets and other grocery (except convenience) stores,4
20051,4453,"Beer, wine, and liquor stores",10
20051,722,Food services and drinking places,81
20051,7224,Drinking places (alcoholic beverages),7
20073,4451,Grocery stores,3
20073,44511,Supermarkets and other grocery (except convenience) stores,3
20073,4453,"Beer, wine, and liquor stores",4
20073,722,Food services and drinking places,9
20099,4451,Grocery stores,3
20099,44511,Supermarkets and other grocery (except convenience) stores,3
20099,4453,"Beer, wine, and liquor stores",5
20099,722,Food services and drinking places,35
20107,722,Food services and drinking places,6
20173,4451,Grocery stores,95
20173,44511,Supermarkets and other grocery (except convenience) stores,84
20173,4453,"Beer, wine, and liquor stores",98
20173,722,Food services and drinking places,1076
20173,7224,Drinking places (alcoholic beverages),74
20175,4451,Grocery stores,5
20175,44511,Supermarkets and other grocery (except convenience) stores,4
20175,4453,"Beer, wine, and liquor stores",4
20175,722,Food services and drinking places,39
20157,722,Food services and drinking places,10
20065,722,Food services and drinking places,4
20091,4451,Grocery stores,97
20091,44511,Supermarkets and other grocery (except convenience) stores,85
20091,4453,"Beer, wine, and liquor stores",97
20091,722,Food services and drinking places,1130
20091,7224,Drinking places (alcoholic beverages),23
20045,4451,Grocery stores,24
20045,44511,Supermarkets and other grocery (except convenience) stores,21
20045,4453,"Beer, wine, and liquor stores",27
20045,722,Food services and drinking places,278
20045,7224,Drinking places (alcoholic beverages),29
20179,4451,Grocery stores,3
20179,722,Food services and drinking places,4
20121,4451,Grocery stores,4
20121,44511,Supermarkets and other grocery (except convenience) stores,3
20121,4453,"Beer, wine, and liquor stores",7
20121,722,Food services and drinking places,45
20069,722,Food services and drinking places,9
20017,722,Food services and drinking places,3
20189,722,Food services and drinking places,10
20183,4451,Grocery stores,3
20183,44511,Supermarkets and other grocery (except convenience) stores,3
20183,722,Food services and drinking places,6
20067,4453,"Beer, wine, and liquor stores",3
20067,722,Food services and drinking places,17
20085,4451,Grocery stores,3
20085,4453,"Beer, wine, and liquor stores",3
20085,722,Food services and drinking places,20
20095,4453,"Beer, wine, and liquor stores",3
20095,722,Food services and drinking places,11
20109,722,Food services and drinking places,8
20131,4451,Grocery stores,5
20131,44511,Supermarkets and other grocery (except convenience) stores,4
20131,4453,"Beer, wine, and liquor stores",4
20131,722,Food services and drinking places,17
20149,4451,Grocery stores,10
20149,44511,Supermarkets and other grocery (except convenience) stores,10
20149,4453,"Beer, wine, and liquor stores",6
20149,722,Food services and drinking places,35
20209,4451,Grocery stores,41
20209,44511,Supermarkets and other grocery (except convenience) stores,26
20209,4453,"Beer, wine, and liquor stores",30
20209,722,Food services and drinking places,266
20209,7224,Drinking places (alcoholic beverages),17
20021,4451,Grocery stores,4
20021,44511,Supermarkets and other grocery (except convenience) stores,4
20021,4453,"Beer, wine, and liquor stores",4
20021,722,Food services and drinking places,29
20015,4451,Grocery stores,5
20015,44511,Supermarkets and other grocery (except convenience) stores,4
20015,4453,"Beer, wine, and liquor stores",6
20015,722,Food services and drinking places,98
20027,722,Food services and drinking places,16
20169,4451,Grocery stores,6
20169,44511,Supermarkets and other grocery (except convenience) stores,5
20169,4453,"Beer, wine, and liquor stores",14
20169,722,Food services and drinking places,118
20169,7224,Drinking places (alcoholic beverages),8
20191,4451,Grocery stores,4
20191,44511,Supermarkets and other grocery (except convenience) stores,4
20191,4453,"Beer, wine, and liquor stores",4
20191,722,Food services and drinking places,32
20195,722,Food services and drinking places,8
20197,722,Food services and drinking places,11
20205,4451,Grocery stores,3
20205,4453,"Beer, wine, and liquor stores",3
20205,722,Food services and drinking places,16
20207,722,Food services and drinking places,10
20123,4453,"Beer, wine, and liquor stores",4
20123,722,Food services and drinking places,16
20135,4451,Grocery stores,3
20135,44511,Supermarkets and other grocery (except convenience) stores,3
20135,722,Food services and drinking places,5
20141,722,Food services and drinking places,8
20005,4451,Grocery stores,4
20005,44511,Supermarkets and other grocery (except convenience) stores,3
20005,722,Food services and drinking places,31
20011,4453,"Beer, wine, and liquor stores",3
20011,722,Food services and drinking places,26
20055,4451,Grocery stores,5
20055,44511,Supermarkets and other grocery (except convenience) stores,5
20055,4453,"Beer, wine, and liquor stores",9
20055,722,Food services and drinking places,76
20055,7224,Drinking places (alcoholic beverages),3
20075,722,Food services and drinking places,9
20097,722,Food services and drinking places,7
20103,4451,Grocery stores,9
20103,44511,Supermarkets and other grocery (except convenience) stores,7
20103,4453,"Beer, wine, and liquor stores",14
20103,722,Food services and drinking places,106
20103,7224,Drinking places (alcoholic beverages),5
20177,4451,Grocery stores,29
20177,44511,Supermarkets and other grocery (except convenience) stores,26
20177,4453,"Beer, wine, and liquor stores",37
20177,722,Food services and drinking places,319
20177,7224,Drinking places (alcoholic beverages),27
20201,4451,Grocery stores,5
20201,44511,Supermarkets and other grocery (except convenience) stores,5
20201,722,Food services and drinking places,12
20203,722,Food services and drinking places,3
20129,722,Food services and drinking places,5
20137,722,Food services and drinking places,12
20155,4451,Grocery stores,10
20155,44511,Supermarkets and other grocery (except convenience) stores,10
20155,4453,"Beer, wine, and liquor stores",10
20155,722,Food services and drinking places,116
20155,7224,Drinking places (alcoholic beverages),5
20009,4451,Grocery stores,6
20009,44511,Supermarkets and other grocery (except convenience) stores,6
20009,4453,"Beer, wine, and liquor stores",7
20009,722,Food services and drinking places,53
20029,722,Food services and drinking places,18
20043,722,Food services and drinking places,8
20047,722,Food services and drinking places,4
20081,722,Food services and drinking places,7
20165,722,Food services and drinking places,7
20171,722,Food services and drinking places,14
20115,4451,Grocery stores,5
20115,44511,Supermarkets and other grocery (except convenience) stores,5
20115,4453,"Beer, wine, and liquor stores",3
20115,722,Food services and drinking places,23
20133,4451,Grocery stores,3
20133,44511,Supermarkets and other grocery (except convenience) stores,3
20133,4453,"Beer, wine, and liquor stores",5
20133,722,Food services and drinking places,25
20013,4451,Grocery stores,4
20013,44511,Supermarkets and other grocery (except convenience) stores,3
20013,4453,"Beer, wine, and liquor stores",3
20013,722,Food services and drinking places,18
20143,722,Food services and drinking places,10
20147,4451,Grocery stores,3
20147,44511,Supermarkets and other grocery (except convenience) stores,3
20147,722,Food services and drinking places,14
20161,4451,Grocery stores,8
20161,44511,Supermarkets and other grocery (except convenience) stores,6
20161,4453,"Beer, wine, and liquor stores",13
20161,722,Food services and drinking places,155
20161,7224,Drinking places (alcoholic beverages),17
20007,4451,Grocery stores,3
20007,44511,Supermarkets and other grocery (except convenience) stores,3
20007,722,Food services and drinking places,12
20039,722,Food services and drinking places,4
20041,4451,Grocery stores,5
20041,44511,Supermarkets and other grocery (except convenience) stores,5
20041,4453,"Beer, wine, and liquor stores",3
20041,722,Food services and drinking places,32
20087,4451,Grocery stores,6
20087,44511,Supermarkets and other grocery (except convenience) stores,3
20087,4453,"Beer, wine, and liquor stores",3
20087,722,Food services and drinking places,25
20087,7224,Drinking places (alcoholic beverages),4
21079,4451,Grocery stores,3
21079,44511,Supermarkets and other grocery (except convenience) stores,3
21079,722,Food services and drinking places,15
21089,4451,Grocery stores,6
21089,44511,Supermarkets and other grocery (except convenience) stores,5
21089,722,Food services and drinking places,42
21069,4451,Grocery stores,5
21069,44511,Supermarkets and other grocery (except convenience) stores,3
21069,722,Food services and drinking places,7
21037,4451,Grocery stores,25
21037,44511,Supermarkets and other grocery (except convenience) stores,17
21037,4453,"Beer, wine, and liquor stores",15
21037,722,Food services and drinking places,219
21037,7224,Drinking places (alcoholic beverages),30
21043,4451,Grocery stores,10
21043,44511,Supermarkets and other grocery (except convenience) stores,7
21043,722,Food services and drinking places,35
21063,722,Food services and drinking places,3
21081,722,Food services and drinking places,32
21111,4451,Grocery stores,203
21111,44511,Supermarkets and other grocery (except convenience) stores,141
21111,4453,"Beer, wine, and liquor stores",150
21111,722,Food services and drinking places,1692
21111,7224,Drinking places (alcoholic beverages),98
21123,4451,Grocery stores,4
21123,722,Food services and drinking places,11
21141,4451,Grocery stores,7
21141,44511,Supermarkets and other grocery (except convenience) stores,5
21141,4453,"Beer, wine, and liquor stores",3
21141,722,Food services and drinking places,33
21161,4451,Grocery stores,5
21161,44511,Supermarkets and other grocery (except convenience) stores,4
21161,4453,"Beer, wine, and liquor stores",3
21161,722,Food services and drinking places,34
21161,7224,Drinking places (alcoholic beverages),3
21167,4451,Grocery stores,4
21167,44511,Supermarkets and other grocery (except convenience) stores,3
21167,722,Food services and drinking places,28
40123,4451,Grocery stores,7
40123,44511,Supermarkets and other grocery (except convenience) stores,7
40123,4453,"Beer, wine, and liquor stores",5
40123,722,Food services and drinking places,66
40123,7224,Drinking places (alcoholic beverages),3
40153,4451,Grocery stores,3
40153,44511,Supermarkets and other grocery (except convenience) stores,3
40153,722,Food services and drinking places,41
40153,7224,Drinking places (alcoholic beverages),4
40021,4451,Grocery stores,9
40021,44511,Supermarkets and other grocery (except convenience) stores,7
